row_name,screen_id,analyte_id,detection_pool,minipool_id,pool_id,passed_str_profiling
ACH-000959,HTS,Analyte 325,DP7,PRISM Pool 046,P909,TRUE
ACH-000028_FAILED_STR,HTS,Analyte 326,DP7,PRISM Pool 047,P910,FALSE
ACH-000637,HTS,Analyte 327,DP7,PRISM Pool 047,P910,TRUE
ACH-000968,HTS,Analyte 328,DP7,PRISM Pool 047,P910,TRUE
ACH-000155,HTS,Analyte 329,DP7,PRISM Pool 047,P910,TRUE
ACH-000227,HTS,Analyte 33,DP8,Peds Pool 005,P923,TRUE
ACH-000133,HTS,Analyte 330,DP7,PRISM Pool 047,P910,TRUE
ACH-000605,HTS,Analyte 331,DP7,PRISM Pool 048,P910,TRUE
ACH-000775,HTS,Analyte 332,DP7,PRISM Pool 048,P910,TRUE
ACH-000042,HTS,Analyte 333,DP7,PRISM Pool 048,P910,TRUE
ACH-000860,HTS,Analyte 334,DP7,PRISM Pool 048,P910,TRUE
ACH-000994,HTS,Analyte 335,DP7,PRISM Pool 048,P910,TRUE
ACH-000277,HTS,Analyte 336,DP7,PRISM Pool 049,P910,TRUE
ACH-000496,HTS,Analyte 337,DP7,PRISM Pool 049,P910,TRUE
ACH-000866,HTS,Analyte 338,DP7,PRISM Pool 049,P910,TRUE
ACH-000869,HTS,Analyte 339,DP7,PRISM Pool 049,P910,TRUE
ACH-001163,HTS,Analyte 34,DP8,Peds Pool 005,P923,TRUE
ACH-000117,HTS,Analyte 340,DP7,PRISM Pool 049,P910,TRUE
ACH-000678,HTS,Analyte 341,DP7,PRISM Pool 050,P910,TRUE
ACH-000493,HTS,Analyte 342,DP7,PRISM Pool 050,P910,TRUE
ACH-000468,HTS,Analyte 343,DP7,PRISM Pool 050,P910,TRUE
ACH-000097,HTS,Analyte 344,DP7,PRISM Pool 050,P910,TRUE
ACH-000313,HTS,Analyte 345,DP7,PRISM Pool 050,P910,TRUE
ACH-000169,HTS,Analyte 346,DP7,PRISM Pool 061,P910,TRUE
ACH-000010_FAILED_STR,HTS,Analyte 347,DP7,PRISM Pool 061,P910,FALSE
ACH-000895,HTS,Analyte 348,DP7,PRISM Pool 061,P910,TRUE
ACH-000841,HTS,Analyte 349,DP7,PRISM Pool 061,P910,TRUE
ACH-001164,HTS,Analyte 35,DP8,Peds Pool 005,P923,TRUE
ACH-000414,HTS,Analyte 350,DP7,PRISM Pool 061,P910,TRUE
ACH-000026,HTS,Analyte 351,DP7,PRISM Pool 055,P911,TRUE
ACH-000649,HTS,Analyte 352,DP7,PRISM Pool 055,P911,TRUE
ACH-000966,HTS,Analyte 353,DP7,PRISM Pool 055,P911,TRUE
ACH-000950,HTS,Analyte 354,DP7,PRISM Pool 055,P911,TRUE
ACH-000750,HTS,Analyte 355,DP7,PRISM Pool 055,P911,TRUE
ACH-000958,HTS,Analyte 356,DP7,PRISM Pool 084,P911,TRUE
ACH-000270,HTS,Analyte 357,DP7,PRISM Pool 084,P911,TRUE
ACH-000535,HTS,Analyte 358,DP7,PRISM Pool 084,P911,TRUE
ACH-000480,HTS,Analyte 359,DP7,PRISM Pool 084,P911,TRUE
ACH-001029,HTS,Analyte 36,DP8,Peds Pool 006,P923,TRUE
ACH-000281,HTS,Analyte 360,DP7,PRISM Pool 084,P911,TRUE
ACH-000897,HTS,Analyte 361,DP7,PRISM Pool 086,P911,TRUE
ACH-000389,HTS,Analyte 362,DP7,PRISM Pool 086,P911,TRUE
ACH-000862,HTS,Analyte 363,DP7,PRISM Pool 086,P911,TRUE
ACH-000776,HTS,Analyte 364,DP7,PRISM Pool 086,P911,TRUE
ACH-000023,HTS,Analyte 365,DP7,PRISM Pool 086,P911,TRUE
ACH-000011,HTS,Analyte 366,DP7,PRISM Pool 087,P911,TRUE
ACH-000973,HTS,Analyte 367,DP7,PRISM Pool 087,P911,TRUE
ACH-001024,HTS,Analyte 368,DP7,PRISM Pool 087,P911,TRUE
ACH-000971,HTS,Analyte 369,DP7,PRISM Pool 087,P911,TRUE
ACH-000597,HTS,Analyte 37,DP8,Peds Pool 006,P923,TRUE
ACH-000486,HTS,Analyte 370,DP7,PRISM Pool 087,P911,TRUE
ACH-000997,HTS,Analyte 371,DP7,PRISM Pool 088,P911,TRUE
ACH-000552,HTS,Analyte 372,DP7,PRISM Pool 088,P911,TRUE
ACH-000796,HTS,Analyte 373,DP7,PRISM Pool 088,P911,TRUE
ACH-000652,HTS,Analyte 374,DP7,PRISM Pool 088,P911,TRUE
ACH-000452,HTS,Analyte 375,DP7,PRISM Pool 088,P911,TRUE
ACH-000458,HTS,Analyte 376,DP7,PRISM Pool 026,P912,TRUE
ACH-000221,HTS,Analyte 377,DP7,PRISM Pool 026,P912,TRUE
ACH-000970,HTS,Analyte 378,DP7,PRISM Pool 026,P912,TRUE
ACH-000893,HTS,Analyte 379,DP7,PRISM Pool 026,P912,TRUE
ACH-000533,HTS,Analyte 38,DP8,Peds Pool 006,P923,TRUE
ACH-000562,HTS,Analyte 380,DP7,PRISM Pool 026,P912,TRUE
ACH-000769,HTS,Analyte 381,DP7,PRISM Pool 031,P912,TRUE
ACH-000384,HTS,Analyte 382,DP7,PRISM Pool 031,P912,TRUE
ACH-000917,HTS,Analyte 383,DP7,PRISM Pool 031,P912,TRUE
ACH-000505,HTS,Analyte 384,DP7,PRISM Pool 031,P912,TRUE
ACH-000765,HTS,Analyte 385,DP7,PRISM Pool 031,P912,TRUE
ACH-000858,HTS,Analyte 386,DP7,PRISM Pool 033,P912,TRUE
ACH-000595,HTS,Analyte 387,DP7,PRISM Pool 033,P912,TRUE
ACH-000052,HTS,Analyte 388,DP7,PRISM Pool 033,P912,TRUE
ACH-000979,HTS,Analyte 389,DP7,PRISM Pool 033,P912,TRUE
ACH-000571,HTS,Analyte 390,DP7,PRISM Pool 033,P912,TRUE
ACH-000812,HTS,Analyte 391,DP7,PRISM Pool 091,P912,TRUE
ACH-000891,HTS,Analyte 392,DP7,PRISM Pool 091,P912,TRUE
ACH-000667,HTS,Analyte 393,DP7,PRISM Pool 091,P912,TRUE
ACH-000734,HTS,Analyte 394,DP7,PRISM Pool 091,P912,TRUE
ACH-000416,HTS,Analyte 395,DP7,PRISM Pool 091,P912,TRUE
ACH-000802,HTS,Analyte 396,DP7,PRISM Pool 092,P912,TRUE
ACH-000946,HTS,Analyte 397,DP7,PRISM Pool 092,P912,TRUE
ACH-000472,HTS,Analyte 398,DP7,PRISM Pool 092,P912,TRUE
ACH-000962,HTS,Analyte 399,DP7,PRISM Pool 092,P912,TRUE
ACH-000383,HTS,Analyte 400,DP7,PRISM Pool 092,P912,TRUE
ACH-000846,HTS,Analyte 401,DP8,PRISM Pool 093,P913,TRUE
ACH-000359,HTS,Analyte 402,DP8,PRISM Pool 093,P913,TRUE
ACH-000804,HTS,Analyte 403,DP8,PRISM Pool 093,P913,TRUE
ACH-000609,HTS,Analyte 404,DP8,PRISM Pool 093,P913,TRUE
ACH-000682,HTS,Analyte 405,DP8,PRISM Pool 093,P913,TRUE
ACH-000212,HTS,Analyte 406,DP8,PRISM Pool 094,P913,TRUE
ACH-000787,HTS,Analyte 407,DP8,PRISM Pool 094,P913,TRUE
ACH-000987,HTS,Analyte 408,DP8,PRISM Pool 094,P913,TRUE
ACH-000974,HTS,Analyte 409,DP8,PRISM Pool 094,P913,TRUE
ACH-000561,HTS,Analyte 410,DP8,PRISM Pool 094,P913,TRUE
ACH-000305,HTS,Analyte 411,DP8,PRISM Pool 100,P913,TRUE
ACH-000753,HTS,Analyte 412,DP8,PRISM Pool 100,P913,TRUE
ACH-000138,HTS,Analyte 413,DP8,PRISM Pool 100,P913,TRUE
ACH-000400,HTS,Analyte 414,DP8,PRISM Pool 100,P913,TRUE
ACH-000291,HTS,Analyte 415,DP8,PRISM Pool 100,P913,TRUE
ACH-000046,HTS,Analyte 416,DP8,PRISM Pool 101,P913,TRUE
ACH-000856,HTS,Analyte 417,DP8,PRISM Pool 101,P913,TRUE
ACH-000878,HTS,Analyte 418,DP8,PRISM Pool 101,P913,TRUE
ACH-000250,HTS,Analyte 419,DP8,PRISM Pool 101,P913,TRUE
ACH-000766,HTS,Analyte 420,DP8,PRISM Pool 101,P913,TRUE
ACH-000740,HTS,Analyte 421,DP8,PRISM Pool 102,P913,TRUE
ACH-000078,HTS,Analyte 422,DP8,PRISM Pool 102,P913,TRUE
ACH-000366,HTS,Analyte 423,DP8,PRISM Pool 102,P913,TRUE
ACH-000149,HTS,Analyte 424,DP8,PRISM Pool 102,P913,TRUE
ACH-000543,HTS,Analyte 425,DP8,PRISM Pool 102,P913,TRUE
ACH-000404,HTS,Analyte 426,DP8,PRISM Pool 028,P914,TRUE
ACH-000813,HTS,Analyte 427,DP8,PRISM Pool 028,P914,TRUE
ACH-000311,HTS,Analyte 428,DP8,PRISM Pool 028,P914,TRUE
ACH-000454,HTS,Analyte 429,DP8,PRISM Pool 028,P914,TRUE
ACH-000849,HTS,Analyte 430,DP8,PRISM Pool 028,P914,TRUE
ACH-000868,HTS,Analyte 431,DP8,PRISM Pool 036,P914,TRUE
ACH-000978,HTS,Analyte 432,DP8,PRISM Pool 036,P914,TRUE
ACH-000408,HTS,Analyte 433,DP8,PRISM Pool 036,P914,TRUE
ACH-000344,HTS,Analyte 434,DP8,PRISM Pool 036,P914,TRUE
ACH-000161,HTS,Analyte 435,DP8,PRISM Pool 036,P914,TRUE
ACH-000835,HTS,Analyte 436,DP8,PRISM Pool 089,P914,TRUE
ACH-000819,HTS,Analyte 437,DP8,PRISM Pool 089,P914,TRUE
ACH-000062,HTS,Analyte 438,DP8,PRISM Pool 089,P914,TRUE
ACH-000473,HTS,Analyte 439,DP8,PRISM Pool 089,P914,TRUE
ACH-000176,HTS,Analyte 440,DP8,PRISM Pool 089,P914,TRUE
ACH-000445,HTS,Analyte 441,DP8,PRISM Pool 090,P914,TRUE
ACH-000331,HTS,Analyte 442,DP8,PRISM Pool 090,P914,TRUE
ACH-000163,HTS,Analyte 443,DP8,PRISM Pool 090,P914,TRUE
ACH-000768,HTS,Analyte 444,DP8,PRISM Pool 090,P914,TRUE
ACH-001078_FAILED_STR,HTS,Analyte 445,DP8,PRISM Pool 090,P914,FALSE
ACH-000778,HTS,Analyte 446,DP8,PRISM Pool 095,P914,TRUE
ACH-000881,HTS,Analyte 447,DP8,PRISM Pool 095,P914,TRUE
ACH-000521,HTS,Analyte 448,DP8,PRISM Pool 095,P914,TRUE
ACH-000696,HTS,Analyte 449,DP8,PRISM Pool 095,P914,TRUE
ACH-000030,HTS,Analyte 450,DP8,PRISM Pool 095,P914,TRUE
ACH-000972,HTS,Analyte 451,DP8,PRISM Pool 104,P915,TRUE
ACH-000242,HTS,Analyte 452,DP8,PRISM Pool 104,P915,TRUE
ACH-000087,HTS,Analyte 453,DP8,PRISM Pool 104,P915,TRUE
ACH-000926,HTS,Analyte 454,DP8,PRISM Pool 104,P915,TRUE
ACH-000356,HTS,Analyte 455,DP8,PRISM Pool 104,P915,TRUE
ACH-000625,HTS,Analyte 456,DP8,PRISM Pool 105,P915,TRUE
ACH-000613,HTS,Analyte 457,DP8,PRISM Pool 105,P915,TRUE
ACH-000976,HTS,Analyte 458,DP8,PRISM Pool 105,P915,TRUE
ACH-001075,HTS,Analyte 459,DP8,PRISM Pool 105,P915,TRUE
ACH-000261,HTS,Analyte 460,DP8,PRISM Pool 105,P915,TRUE
ACH-000957,HTS,Analyte 461,DP8,PRISM Pool 027,P915,TRUE
ACH-000099,HTS,Analyte 462,DP8,PRISM Pool 027,P915,TRUE
ACH-000783,HTS,Analyte 463,DP8,PRISM Pool 027,P915,TRUE
ACH-000573,HTS,Analyte 464,DP8,PRISM Pool 027,P915,TRUE
ACH-000852,HTS,Analyte 465,DP8,PRISM Pool 027,P915,TRUE
ACH-000461,HTS,Analyte 466,DP8,PRISM Pool 062,P915,TRUE
ACH-000420,HTS,Analyte 467,DP8,PRISM Pool 062,P915,TRUE
ACH-000694,HTS,Analyte 468,DP8,PRISM Pool 062,P915,TRUE
ACH-000528,HTS,Analyte 469,DP8,PRISM Pool 062,P915,TRUE
ACH-000845,HTS,Analyte 470,DP8,PRISM Pool 062,P915,TRUE
ACH-000563,HTS,Analyte 471,DP8,PRISM Pool 063,P915,TRUE
ACH-000665,HTS,Analyte 472,DP8,PRISM Pool 063,P915,TRUE
ACH-000467,HTS,Analyte 473,DP8,PRISM Pool 063,P915,TRUE
ACH-000201,HTS,Analyte 474,DP8,PRISM Pool 063,P915,TRUE
ACH-000296,HTS,Analyte 475,DP8,PRISM Pool 063,P915,TRUE
ACH-000207,HTS,Analyte 476,DP8,PRISM Pool 064,P916,TRUE
ACH-000735,HTS,Analyte 477,DP8,PRISM Pool 064,P916,TRUE
ACH-000437,HTS,Analyte 478,DP8,PRISM Pool 064,P916,TRUE
ACH-000456,HTS,Analyte 479,DP8,PRISM Pool 064,P916,TRUE
ACH-000643,HTS,Analyte 480,DP8,PRISM Pool 064,P916,TRUE
ACH-000464,HTS,Analyte 481,DP8,PRISM Pool 065,P916,TRUE
ACH-000963,HTS,Analyte 482,DP8,PRISM Pool 065,P916,TRUE
ACH-000435,HTS,Analyte 483,DP8,PRISM Pool 065,P916,TRUE
ACH-000706,HTS,Analyte 484,DP8,PRISM Pool 065,P916,TRUE
ACH-000213,HTS,Analyte 485,DP8,PRISM Pool 065,P916,TRUE
ACH-000443,HTS,Analyte 486,DP8,PRISM Pool 085,P916,TRUE
ACH-000470,HTS,Analyte 487,DP8,PRISM Pool 085,P916,TRUE
ACH-000399,HTS,Analyte 488,DP8,PRISM Pool 085,P916,TRUE
ACH-000934,HTS,Analyte 489,DP8,PRISM Pool 085,P916,TRUE
ACH-000548,HTS,Analyte 490,DP8,PRISM Pool 085,P916,TRUE
ACH-000771,HTS,Analyte 491,DP8,PRISM Pool 032,P916,TRUE
ACH-000991,HTS,Analyte 492,DP8,PRISM Pool 032,P916,TRUE
ACH-000159,HTS,Analyte 493,DP8,PRISM Pool 032,P916,TRUE
ACH-000948,HTS,Analyte 494,DP8,PRISM Pool 032,P916,TRUE
ACH-000481,HTS,Analyte 495,DP8,PRISM Pool 032,P916,TRUE
ACH-000118,HTS,Analyte 496,DP8,PRISM Pool 037,P916,TRUE
ACH-000352,HTS,Analyte 497,DP8,PRISM Pool 037,P916,TRUE
ACH-000945,HTS,Analyte 498,DP8,PRISM Pool 037,P916,TRUE
ACH-000929,HTS,Analyte 499,DP8,PRISM Pool 037,P916,TRUE
ACH-000482,HTS,Analyte 500,DP8,PRISM Pool 037,P916,TRUE
ACH-000666,HTS,Analyte 51,DP8,PRISM Pool 103,P921,TRUE
ACH-000701,HTS,Analyte 52,DP8,PRISM Pool 103,P921,TRUE
ACH-000037,HTS,Analyte 53,DP8,PRISM Pool 103,P921,TRUE
ACH-000884,HTS,Analyte 54,DP8,PRISM Pool 103,P921,TRUE
ACH-000014,HTS,Analyte 55,DP8,PRISM Pool 103,P921,TRUE
ACH-000502,HTS,Analyte 56,DP8,PRISM Pool 106,P921,TRUE
ACH-000460_FAILED_STR,HTS,Analyte 57,DP8,PRISM Pool 106,P921,FALSE
ACH-000504,HTS,Analyte 58,DP8,PRISM Pool 106,P921,TRUE
ACH-000886,HTS,Analyte 59,DP8,PRISM Pool 106,P921,TRUE
ACH-000035,HTS,Analyte 60,DP8,PRISM Pool 106,P921,TRUE
ACH-000925_FAILED_STR,HTS,Analyte 61,DP8,PRISM Pool 107,P921,FALSE
ACH-000661,HTS,Analyte 62,DP8,PRISM Pool 107,P921,TRUE
ACH-000644,HTS,Analyte 63,DP8,PRISM Pool 107,P921,TRUE
ACH-000085,HTS,Analyte 64,DP8,PRISM Pool 107,P921,TRUE
ACH-001239,HTS,Analyte 65,DP8,PRISM Pool 107,P921,TRUE
ACH-000517,HTS,Analyte 66,DP8,PRISM Pool 108,P921,TRUE
ACH-000200,HTS,Analyte 67,DP8,PRISM Pool 108,P921,TRUE
ACH-000527,HTS,Analyte 68,DP8,PRISM Pool 108,P921,TRUE
ACH-000374,HTS,Analyte 69,DP8,PRISM Pool 108,P921,TRUE
ACH-000368,HTS,Analyte 70,DP8,PRISM Pool 108,P921,TRUE
ACH-000631,HTS,Analyte 71,DP8,PRISM Pool 109,P921,TRUE
ACH-000998,HTS,Analyte 72,DP8,PRISM Pool 109,P921,TRUE
ACH-000001,HTS,Analyte 73,DP8,PRISM Pool 109,P921,TRUE
ACH-000341,HTS,Analyte 74,DP8,PRISM Pool 109,P921,TRUE
ACH-000992_FAILED_STR,HTS,Analyte 75,DP8,PRISM Pool 109,P921,FALSE
ACH-000189,HTS,Analyte 76,DP8,PRISM Pool 077,P922,TRUE
ACH-000791,HTS,Analyte 77,DP8,PRISM Pool 077,P922,TRUE
ACH-000367,HTS,Analyte 78,DP8,PRISM Pool 077,P922,TRUE
ACH-001190,HTS,Analyte 79,DP8,PRISM Pool 077,P922,TRUE
ACH-000244,HTS,Analyte 80,DP8,PRISM Pool 077,P922,TRUE
ACH-000713,HTS,Analyte 81,DP8,PRISM Pool 078,P922,TRUE
ACH-000672,HTS,Analyte 82,DP8,PRISM Pool 078,P922,TRUE
ACH-000875,HTS,Analyte 83,DP8,PRISM Pool 078,P922,TRUE
ACH-000423,HTS,Analyte 84,DP8,PRISM Pool 078,P922,TRUE
ACH-000553,HTS,Analyte 85,DP8,PRISM Pool 078,P922,TRUE
ACH-000834,HTS,Analyte 86,DP8,PRISM Pool 081,P922,TRUE
ACH-000252,HTS,Analyte 87,DP8,PRISM Pool 081,P922,TRUE
ACH-000123,HTS,Analyte 88,DP8,PRISM Pool 081,P922,TRUE
ACH-000329,HTS,Analyte 89,DP8,PRISM Pool 081,P922,TRUE
ACH-000717,HTS,Analyte 90,DP8,PRISM Pool 081,P922,TRUE
ACH-000669,HTS,Analyte 91,DP8,PRISM Pool 082,P922,TRUE
ACH-000764,HTS,Analyte 92,DP8,PRISM Pool 082,P922,TRUE
ACH-000288,HTS,Analyte 93,DP8,PRISM Pool 082,P922,TRUE
ACH-000415,HTS,Analyte 94,DP8,PRISM Pool 082,P922,TRUE
ACH-000228,HTS,Analyte 95,DP8,PRISM Pool 082,P922,TRUE
ACH-000977,HTS,Analyte 96,DP8,PRISM Pool 110,P922,TRUE
ACH-000397,HTS,Analyte 97,DP8,PRISM Pool 110,P922,TRUE
ACH-000565,HTS,Analyte 98,DP8,PRISM Pool 110,P922,TRUE
ACH-000209,HTS,Analyte 99,DP8,PRISM Pool 110,P922,TRUE
ACH-000927,MTS004,Analyte 100,DP8.1,NA,P922.OS,TRUE
ACH-000824,MTS004,Analyte 101,DP7,NA,P901.OS,TRUE
ACH-000249,MTS004,Analyte 201,DP8.1,NA,P917.OS,TRUE
ACH-001307,MTS004,Analyte 102,DP7,NA,P901.OS,TRUE
ACH-000739,MTS004,Analyte 202,DP8.1,NA,P917.OS,TRUE
ACH-000756,MTS004,Analyte 103,DP7,NA,P901.OS,TRUE
ACH-000269,MTS004,Analyte 203,DP8.1,NA,P917.OS,TRUE
ACH-000681,MTS004,Analyte 104,DP7,NA,P901.OS,TRUE
ACH-000093,MTS004,Analyte 204,DP8.1,NA,P917.OS,TRUE
ACH-000444,MTS004,Analyte 105,DP7,NA,P901.OS,TRUE
ACH-000485,MTS004,Analyte 205,DP8.1,NA,P917.OS,TRUE
ACH-000142,MTS004,Analyte 106,DP7,NA,P901.OS,TRUE
ACH-000235,MTS004,Analyte 206,DP8.1,NA,P917.OS,TRUE
ACH-000905,MTS004,Analyte 107,DP7,NA,P901.OS,TRUE
ACH-000900,MTS004,Analyte 207,DP8.1,NA,P917.OS,TRUE
ACH-000680,MTS004,Analyte 108,DP7,NA,P901.OS,TRUE
ACH-000911,MTS004,Analyte 208,DP8.1,NA,P917.OS,TRUE
ACH-000921,MTS004,Analyte 109,DP7,NA,P901.OS,TRUE
ACH-000479,MTS004,Analyte 209,DP8.1,NA,P917.OS,TRUE
ACH-000308,MTS004,Analyte 11,DP8.1,NA,P923.OS,TRUE
ACH-000954,MTS004,Analyte 110,DP7,NA,P901.OS,TRUE
ACH-000401,MTS004,Analyte 210,DP8.1,NA,P917.OS,TRUE
ACH-000280,MTS004,Analyte 111,DP7,NA,P901.OS,TRUE
ACH-000915,MTS004,Analyte 211,DP8.1,NA,P917.OS,TRUE
ACH-000012,MTS004,Analyte 112,DP7,NA,P901.OS,TRUE
ACH-000982,MTS004,Analyte 212,DP8.1,NA,P917.OS,TRUE
ACH-000098,MTS004,Analyte 113,DP7,NA,P901.OS,TRUE
ACH-000544,MTS004,Analyte 213,DP8.1,NA,P917.OS,TRUE
ACH-000589,MTS004,Analyte 114,DP7,NA,P901.OS,TRUE
ACH-000823,MTS004,Analyte 214,DP8.1,NA,P917.OS,TRUE
ACH-000738,MTS004,Analyte 115,DP7,NA,P901.OS,TRUE
ACH-000021,MTS004,Analyte 215,DP8.1,NA,P917.OS,TRUE
ACH-000837,MTS004,Analyte 116,DP7,NA,P901.OS,TRUE
ACH-000350,MTS004,Analyte 216,DP8.1,NA,P917.OS,TRUE
ACH-000967,MTS004,Analyte 117,DP7,NA,P901.OS,TRUE
ACH-000330,MTS004,Analyte 217,DP8.1,NA,P917.OS,TRUE
ACH-000662,MTS004,Analyte 118,DP7,NA,P901.OS,TRUE
ACH-000256,MTS004,Analyte 218,DP8.1,NA,P917.OS,TRUE
ACH-000537,MTS004,Analyte 119,DP7,NA,P901.OS,TRUE
ACH-000041,MTS004,Analyte 219,DP8.1,NA,P917.OS,TRUE
ACH-000091,MTS004,Analyte 12,DP8.1,NA,P923.OS,TRUE
ACH-000427,MTS004,Analyte 120,DP7,NA,P901.OS,TRUE
ACH-000348,MTS004,Analyte 220,DP8.1,NA,P917.OS,TRUE
ACH-000774,MTS004,Analyte 121,DP7,NA,P901.OS,TRUE
ACH-000608,MTS004,Analyte 221,DP8.1,NA,P917.OS,TRUE
ACH-000624,MTS004,Analyte 122,DP7,NA,P901.OS,TRUE
ACH-000507,MTS004,Analyte 222,DP8.1,NA,P917.OS,TRUE
ACH-000888,MTS004,Analyte 123,DP7,NA,P901.OS,TRUE
ACH-000378,MTS004,Analyte 223,DP8.1,NA,P917.OS,TRUE
ACH-000449,MTS004,Analyte 124,DP7,NA,P901.OS,TRUE
ACH-000686,MTS004,Analyte 224,DP8.1,NA,P917.OS,TRUE
ACH-000587,MTS004,Analyte 125,DP7,NA,P901.OS,TRUE
ACH-000075,MTS004,Analyte 225,DP8.1,NA,P917.OS,TRUE
ACH-000879,MTS004,Analyte 126,DP7,NA,P902.OS,TRUE
ACH-000276,MTS004,Analyte 226,DP8.1,NA,P918.OS,TRUE
ACH-000873,MTS004,Analyte 127,DP7,NA,P902.OS,TRUE
ACH-000446,MTS004,Analyte 227,DP8.1,NA,P918.OS,TRUE
ACH-000855,MTS004,Analyte 128,DP7,NA,P902.OS,TRUE
ACH-000092,MTS004,Analyte 228,DP8.1,NA,P918.OS,TRUE
ACH-000320,MTS004,Analyte 129,DP7,NA,P902.OS,TRUE
ACH-000890,MTS004,Analyte 229,DP8.1,NA,P918.OS,TRUE
ACH-000759,MTS004,Analyte 13,DP8.1,NA,P923.OS,TRUE
ACH-001145,MTS004,Analyte 130,DP7,NA,P902.OS,TRUE
ACH-000724,MTS004,Analyte 230,DP8.1,NA,P918.OS,TRUE
ACH-000832,MTS004,Analyte 131,DP7,NA,P902.OS,TRUE
ACH-000996,MTS004,Analyte 231,DP8.1,NA,P918.OS,TRUE
ACH-000558,MTS004,Analyte 132,DP7,NA,P902.OS,TRUE
ACH-000622,MTS004,Analyte 232,DP8.1,NA,P918.OS,TRUE
ACH-000488,MTS004,Analyte 133,DP7,NA,P902.OS,TRUE
ACH-000800,MTS004,Analyte 233,DP8.1,NA,P918.OS,TRUE
ACH-000593,MTS004,Analyte 134,DP7,NA,P902.OS,TRUE
ACH-000899,MTS004,Analyte 234,DP8.1,NA,P918.OS,TRUE
ACH-000913,MTS004,Analyte 135,DP7,NA,P902.OS,TRUE
ACH-000539_FAILED_STR,MTS004,Analyte 235,DP8.1,NA,P918.OS,FALSE
ACH-000632,MTS004,Analyte 136,DP7,NA,P902.OS,TRUE
ACH-000582,MTS004,Analyte 236,DP8.1,NA,P918.OS,TRUE
ACH-000530,MTS004,Analyte 137,DP7,NA,P902.OS,TRUE
ACH-000990,MTS004,Analyte 237,DP8.1,NA,P918.OS,TRUE
ACH-000781,MTS004,Analyte 138,DP7,NA,P902.OS,TRUE
ACH-000019,MTS004,Analyte 238,DP8.1,NA,P918.OS,TRUE
ACH-000833,MTS004,Analyte 139,DP7,NA,P902.OS,TRUE
ACH-000260,MTS004,Analyte 239,DP8.1,NA,P918.OS,TRUE
ACH-001321,MTS004,Analyte 14,DP8.1,NA,P923.OS,TRUE
ACH-000137,MTS004,Analyte 140,DP7,NA,P902.OS,TRUE
ACH-000592,MTS004,Analyte 240,DP8.1,NA,P918.OS,TRUE
ACH-000319,MTS004,Analyte 141,DP7,NA,P902.OS,TRUE
ACH-000489,MTS004,Analyte 241,DP8.1,NA,P918.OS,TRUE
ACH-000047,MTS004,Analyte 142,DP7,NA,P902.OS,TRUE
ACH-000430,MTS004,Analyte 242,DP8.1,NA,P918.OS,TRUE
ACH-000266,MTS004,Analyte 143,DP7,NA,P902.OS,TRUE
ACH-000692,MTS004,Analyte 243,DP8.1,NA,P918.OS,TRUE
ACH-000273,MTS004,Analyte 144,DP7,NA,P902.OS,TRUE
ACH-000547,MTS004,Analyte 244,DP8.1,NA,P918.OS,TRUE
ACH-000630,MTS004,Analyte 145,DP7,NA,P902.OS,TRUE
ACH-000580,MTS004,Analyte 245,DP8.1,NA,P918.OS,TRUE
ACH-000475,MTS004,Analyte 146,DP7,NA,P902.OS,TRUE
ACH-000848,MTS004,Analyte 246,DP8.1,NA,P918.OS,TRUE
ACH-000986,MTS004,Analyte 147,DP7,NA,P902.OS,TRUE
ACH-000785,MTS004,Analyte 247,DP8.1,NA,P918.OS,TRUE
ACH-000518,MTS004,Analyte 148,DP7,NA,P902.OS,TRUE
ACH-000988,MTS004,Analyte 248,DP8.1,NA,P918.OS,TRUE
ACH-000466,MTS004,Analyte 149,DP7,NA,P902.OS,TRUE
ACH-000403,MTS004,Analyte 249,DP8.1,NA,P918.OS,TRUE
ACH-000417,MTS004,Analyte 15,DP8.1,NA,P923.OS,TRUE
ACH-000555,MTS004,Analyte 150,DP7,NA,P902.OS,TRUE
ACH-000141,MTS004,Analyte 250,DP8.1,NA,P918.OS,TRUE
ACH-000843,MTS004,Analyte 151,DP7,NA,P903.OS,TRUE
ACH-000808,MTS004,Analyte 251,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000391,MTS004,Analyte 152,DP7,NA,P903.OS,TRUE
ACH-000040,MTS004,Analyte 252,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000450,MTS004,Analyte 153,DP7,NA,P903.OS,TRUE
ACH-000715,MTS004,Analyte 253,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000232,MTS004,Analyte 154,DP7,NA,P903.OS,TRUE
ACH-000447,MTS004,Analyte 254,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000711,MTS004,Analyte 155,DP7,NA,P903.OS,TRUE
ACH-000186,MTS004,Analyte 255,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000060,MTS004,Analyte 156,DP7,NA,P903.OS,TRUE
ACH-000984,MTS004,Analyte 256,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000747,MTS004,Analyte 157,DP7,NA,P903.OS,TRUE
ACH-000840,MTS004,Analyte 257,DP8.1,NA,P919.OS-Redo,TRUE
ACH-000318,MTS004,Analyte 258,DP8.1,NA,P919.OS-Redo,TRUE
